"id","Year","Paper","Keyword_1","Keyword_2","Keyword_3","Keyword_4","NewKeyword"
"1604","2007","transferring learned control-knowledge between planners","planning and scheduling","nan","nan","nan","planning methods"
"1605","2007","decidable reasoning in a modified situation calculus","planning and scheduling","nan","nan","nan","planning methods"
"1606","2007","reducing accidental complexity in planning problems","planning and scheduling","nan","nan","nan","planning methods"
"1607","2007","planning via petri net unfolding","planning and scheduling","nan","nan","nan","planning methods"
"1608","2007","detecting changes in unlabeled data streams using martingale","planning and scheduling","nan","nan","nan","planning methods"
"1609","2007","sat encodings of state-space reachability problems in numeric domains","planning and scheduling","nan","nan","nan","planning methods"
"1610","2007","constraint partitioning for solving planning problems with trajectory constraints and goal preferences","planning and scheduling","nan","nan","nan","planning methods"
"1611","2007","observation reduction for strong plans","planning and scheduling","nan","nan","nan","planning methods"
"1612","2007","the role of macros in tractable planning over causal graphs","planning and scheduling","nan","nan","nan","planning methods"
"1613","2007","factored planning using decomposition trees","planning and scheduling","nan","nan","nan","planning methods"
"1614","2007","property persistence in the situation calculus","planning and scheduling","nan","nan","nan","planning methods"
"1615","2007","fast (incremental) algorithms for useful classes of simple temporal problems with preferences","planning and scheduling","nan","nan","nan","planning methods"
"1616","2007","handling alternative activities in resource-constrained project scheduling problems","planning and scheduling","nan","nan","nan","planning methods"
"1617","2007","planning for temporally extended goals as propositional satisfiability","planning and scheduling","nan","nan","nan","planning methods"
"1618","2007","a hybridized planner for stochastic domains","planning and scheduling","nan","nan","nan","planning methods"
"1619","2007","performance analysis of online anticipatory algorithms for large multistage stochastic integer programs","planning and scheduling","nan","nan","nan","planning methods"
"1620","2007","generalizing temporal controllability","planning and scheduling","nan","nan","nan","planning methods"
"1621","2007","an extension to conformant planning using logic programming","planning and scheduling","nan","nan","nan","planning methods"
"1622","2007","average-reward decentralized markov decision processes","planning and scheduling","nan","nan","nan","planning methods"
"1623","2007","graph decomposition for efficient multi-robot path planning","planning and scheduling","nan","nan","nan","planning methods"
"1624","2007","memory-bounded dynamic programming for dec-pomdps","planning and scheduling","nan","nan","nan","planning methods"
"1625","2007","domain independent approaches for finding diverse plans","planning and scheduling","nan","nan","nan","planning methods"
"1626","2007","planning under risk and knightian uncertainty","planning and scheduling","nan","nan","nan","planning methods"
"1627","2007","progression of situation calculus action theories with incomplete information","planning and scheduling","nan","nan","nan","planning methods"
"1628","2007","relational knowledge with predictive state representations","planning and scheduling","nan","nan","nan","planning methods"
"1629","2007","discriminative learning of beam-search heuristics for planning","planning and scheduling","nan","nan","nan","planning methods"
"1630","2007","using learned policies in heuristic-search planning","planning and scheduling","nan","nan","nan","planning methods"
"1631","2007","effective control knowledge transfer through learning skill and representation hierarchies","robotics","nan","nan","nan","reinforcement learning"
"1632","2007","image modeling using tree structured conditional random fields","robotics","nan","nan","nan","reinforcement learning"
"1633","2007","visually tracking football games based on tv broadcasts","robotics","nan","nan","nan","reinforcement learning"
"1634","2007","mediating between qualitative and quantitative representations for task-orientated human-robot interaction","robotics","nan","nan","nan","reinforcement learning"
"1635","2007","fast image alignment using anytime algorithms","robotics","nan","nan","nan","reinforcement learning"
"1636","2007","learning to walk through imitation","robotics","nan","nan","nan","reinforcement learning"
"1637","2007","dealing with perception errors in multi-robot system coordination","robotics","nan","nan","nan","reinforcement learning"
"1638","2007","team programming in golog under partial observability","robotics","nan","nan","nan","reinforcement learning"
"1639","2007","a new approach for stereo matching in autonomous mobile robot applications","robotics","nan","nan","nan","reinforcement learning"
"1640","2007","voronoi random fields:  extracting topological structure of indoor environments via place labeling","robotics","nan","nan","nan","reinforcement learning"
"1641","2007","peripheral-foveal vision for real-time object recognition and tracking in video","robotics","nan","nan","nan","reinforcement learning"
"1642","2007","structure inference for bayesian multisensory perception and tracking","robotics","nan","nan","nan","reinforcement learning"
"1643","2007","fast incremental square root information smoothing","robotics","nan","nan","nan","reinforcement learning"
"1644","2007","optimal multi-sensor based multi target detection by moving sensors to the maximal clique in a covering graph","robotics","nan","nan","nan","reinforcement learning"
"1645","2007","bayesian tensor inference for sketch-based facial photo hallucination","robotics","nan","nan","nan","reinforcement learning"
"1646","2007","topological mapping through distributed, passive sensors","robotics","nan","nan","nan","reinforcement learning"
"1647","2007","a distributed architecture for symbolic data fusion","robotics","nan","nan","nan","reinforcement learning"
"1648","2007","inferring long-term user properties based on users' location history","robotics","nan","nan","nan","reinforcement learning"
"1649","2007","co-localization from labeled and unlabeled data using graph laplacian","robotics","nan","nan","nan","reinforcement learning"
"1650","2007","feature based occupancy grid maps for sonar based safe-mapping","robotics","nan","nan","nan","reinforcement learning"
"1651","2007","probabilistic mobile manipulation in dynamic environments, with application to opening doors","robotics","nan","nan","nan","reinforcement learning"
"1652","2007","efficient failure detection on mobile robots using particle filters with gaussian process proposals","robotics","nan","nan","nan","reinforcement learning"
"1653","2007","loopy sam","robotics","nan","nan","nan","reinforcement learning"
"1654","2007","depth estimation using monocular and stereo cues","robotics","nan","nan","nan","reinforcement learning"
"1655","2007","efficient planning of informative paths for multiple robots","robotics","nan","nan","nan","reinforcement learning"
"1656","2007","color learning on a mobile robot:  towards full autonomy under changing illumination","robotics","nan","nan","nan","reinforcement learning"
"1657","2007","online speed adaptation using supervised learning for high-speed, off-road autonomous driving","robotics","nan","nan","nan","reinforcement learning"
"1658","2007","instace-based amn classification for improved object recognition in 2d and 3d laser range data","robotics","nan","nan","nan","reinforcement learning"
"1659","2007","mesh-based active monte carlo recognition (mesh-amcr)","robotics","nan","nan","nan","reinforcement learning"
"1660","2007","common sense based joint training of human activity recognizers","robotics","nan","nan","nan","reinforcement learning"
"1661","2007","using a mobile robot for cognitive mapping","robotics","nan","nan","nan","reinforcement learning"
"1662","2007","awa* - a window constrained anytime heuristic search algorithm","search","nan","nan","nan","applications"
"1663","2007","gunsat:  a greedy local search algorithm for unsatisfiability","search","nan","nan","nan","applications"
"1664","2007","symmetry breaking in quantified boolean formulae","search","nan","nan","nan","applications"
"1665","2007","computational aspects of analyzing social network dynamics","search","nan","nan","nan","applications"
"1666","2007","a machine learning approach for statistical software testing","search","nan","nan","nan","applications"
"1667","2007","web page clustering using heuristic search in the web graph","search","nan","nan","nan","applications"
"1668","2007","information-theoretic approaches to branching in search","search","nan","nan","nan","applications"
"1669","2007","from sampling to model counting","search","nan","nan","nan","applications"
"1670","2007","boosting a complete technique to find mss and mus thanks to a local search oracle","search","nan","nan","nan","applications"
"1671","2007","characterizing the np-pspace gap in the satisfiability problem for modal logic","search","nan","nan","nan","applications"
"1672","2007","improving lrta*(k)","search","nan","nan","nan","applications"
"1673","2007","the effect of restarts on the efficiency of clause learning","search","nan","nan","nan","applications"
"1674","2007","recent progress in heuristic search:  a case study of the four-peg towers of hanoi problem","search","nan","nan","nan","applications"
"1675","2007","adaptive genetic algorithm with mutation and crossover matrices","search","nan","nan","nan","applications"
"1676","2007","exploiting inference rules to compute lower bounds for max-sat solving","search","nan","nan","nan","applications"
"1677","2007","a multiobjective frontier search algorithm","search","nan","nan","nan","applications"
"1678","2007","a comparison of time-space schemes for graphical models","search","nan","nan","nan","applications"
"1679","2007","state space search for risk-averse agents","search","nan","nan","nan","applications"
"1680","2007","building structure into local search for sat","search","nan","nan","nan","applications"
"1681","2007","near-optimal anytime coalition structure generation","search","nan","nan","nan","applications"
"1682","2007","real-time heuristic search with a priority queue","search","nan","nan","nan","applications"
"1683","2007","best-first utility-guided search","search","nan","nan","nan","applications"
"1684","2007","dynamic weighting a* search-based map algorithm for bayesian networks","search","nan","nan","nan","applications"
"1685","2007","the fringe-saving a* search algorithm - a feasibility study","search","nan","nan","nan","applications"
"1686","2007","using graph algebra to optimize neighborhood for isometric mapping","search","nan","nan","nan","applications"
"1687","2007","lambda depth-first proof number search and its application to go","search","nan","nan","nan","applications"
"1688","2007","edge partitioning in external-memory graph search","search","nan","nan","nan","applications"
"1689","2007","solving pomdps using quadratically constrained linear programs","uncertainty","nan","nan","nan","reinforcement learning"
"1690","2007","on the compilation of stratified belief bases under linear and possibilistic logic policies","uncertainty","nan","nan","nan","reinforcement learning"
"1691","2007","efficient and robust independence-based markov network structure discovery","uncertainty","nan","nan","nan","reinforcement learning"
"1692","2007","using linear programming for bayesian exploration in markov decision processes","uncertainty","nan","nan","nan","reinforcement learning"
"1693","2007","compiling bayesian networks using variable elimination","uncertainty","nan","nan","nan","reinforcement learning"
"1694","2007","representing kriegspiel states with metapositions","uncertainty","nan","nan","nan","reinforcement learning"
"1695","2007","a conceptual graph approach for the generation of referring expressions","uncertainty","nan","nan","nan","reinforcement learning"
"1696","2007","problog:  a probabilistic prolog and its application in link discovery","uncertainty","nan","nan","nan","reinforcement learning"
"1697","2007","belief change based on global minimisation","uncertainty","nan","nan","nan","reinforcement learning"
"1698","2007","the value of observation for monitoring dynamic systems","uncertainty","nan","nan","nan","reinforcement learning"
"1699","2007","wifi-slam using gaussian process latent variable models","uncertainty","nan","nan","nan","reinforcement learning"
"1700","2007","revisiting output coding for sequential supervised learning","uncertainty","nan","nan","nan","reinforcement learning"
"1701","2007","graph-based semi-supervised learning as a generative model","uncertainty","nan","nan","nan","reinforcement learning"
"1702","2007","an action description language for iterated belief change","uncertainty","nan","nan","nan","reinforcement learning"
"1703","2007","using a hierarchical bayesian model to handle high cardinality attributes with relevant interactions in a classification problem","uncertainty","nan","nan","nan","reinforcement learning"
"1704","2007","a factor graph model for software bug finding","uncertainty","nan","nan","nan","reinforcement learning"
"1705","2007","belief update revisited","uncertainty","nan","nan","nan","reinforcement learning"
"1706","2007","dynamically weighted hidden markov model for spam deobfuscation","uncertainty","nan","nan","nan","reinforcement learning"
"1707","2007","training conditional random fields using virtual evidence boosting","uncertainty","nan","nan","nan","reinforcement learning"
"1708","2007","a fast analytical algorithm for solving markov decision processes with real-valued resources","uncertainty","nan","nan","nan","reinforcement learning"
"1709","2007","hierarchical heuristic forward search in stochastic domains","uncertainty","nan","nan","nan","reinforcement learning"
"1710","2007","compiling bayesian networks by symbolic probability calculation based on zero-suppressed bdds","uncertainty","nan","nan","nan","reinforcement learning"
"1711","2007","efficiently exploiting symmetries in real time dynamic programming","uncertainty","nan","nan","nan","reinforcement learning"
"1712","2007","hierarchical multi-channel hidden semi markov models","uncertainty","nan","nan","nan","reinforcement learning"
"1713","2007","iterated belief contraction from first principles","uncertainty","nan","nan","nan","reinforcement learning"
"1714","2007","an analysis of laplacian methods for value function approximation in mdps","uncertainty","nan","nan","nan","reinforcement learning"
"1715","2007","global/local dynamic models","uncertainty","nan","nan","nan","reinforcement learning"
"1716","2007","bayesian inverse reinforcement learning","uncertainty","nan","nan","nan","reinforcement learning"
"1717","2007","aems:  an anytime online search algorithm for approximate policy refinement in large pomdps","uncertainty","nan","nan","nan","reinforcement learning"
"1718","2007","efficient bayesian task-level transfer learning","uncertainty","nan","nan","nan","reinforcement learning"
"1719","2007","inside-outside probability computation for belief propagation","uncertainty","nan","nan","nan","reinforcement learning"
"1720","2007","logical circuit filtering","uncertainty","nan","nan","nan","reinforcement learning"
"1721","2007","forward search value iteration for pomdps","uncertainty","nan","nan","nan","reinforcement learning"
"1722","2007","dynamic interactions between goals and beliefs","uncertainty","nan","nan","nan","reinforcement learning"
"1723","2007","inferring complex agent motions from partial trajectory observations","uncertainty","nan","nan","nan","reinforcement learning"
"1724","2007","towards efficient computation of error bounded solutions in pomdps:  expected value approximation and dynamic disjunctive beliefs","uncertainty","nan","nan","nan","reinforcement learning"
"1725","2007","distributed data mining:  why do more than aggregating models","web / data mining","nan","nan","nan","machine learning"
"1726","2007","stable biclustering of gene expression data with nonnegative matrix factorizations","web / data mining","nan","nan","nan","machine learning"
"1727","2007","determining expert profiles (with an application to expert finding)","web / data mining","nan","nan","nan","machine learning"
"1728","2007","learning ""forgiving"" hash functions:  algorithms and large scale tests","web / data mining","nan","nan","nan","machine learning"
"1729","2007","open information extraction from the web","web / data mining","nan","nan","nan","machine learning"
"1730","2007","trust based recommender system for semantic web","web / data mining","nan","nan","nan","machine learning"
"1731","2007","identifying expressions of opinion in context","web / data mining","nan","nan","nan","machine learning"
"1732","2007","detect and track latent factors with online nonnegative matrix factorization","web / data mining","nan","nan","nan","machine learning"
"1733","2007","learning semantic descriptions of web information sources","web / data mining","nan","nan","nan","machine learning"
"1734","2007","an improved probabilistic ant based clustering for distributed databases","web / data mining","nan","nan","nan","machine learning"
"1735","2007","directed graph embedding","web / data mining","nan","nan","nan","machine learning"
"1736","2007","constructing career histories:  a case study in disentangling the threads","web / data mining","nan","nan","nan","machine learning"
"1737","2007","change of representation for statistical relational learning","web / data mining","nan","nan","nan","machine learning"
"1738","2007","pseudo-aligned multilingual corpora","web / data mining","nan","nan","nan","machine learning"
"1739","2007","locating complex named entities in web text","web / data mining","nan","nan","nan","machine learning"
"1740","2007","models of searching and browsing:  languages, studies, and application","web / data mining","nan","nan","nan","machine learning"
"1741","2007","an adaptive context-based algorithm for term weighting:  application to single-word question answering","web / data mining","nan","nan","nan","machine learning"
"1742","2007","semi-supervised learning for multi-component data classification","web / data mining","nan","nan","nan","machine learning"
"1743","2007","opinion sentence search engine on open-domain blog","web / data mining","nan","nan","nan","machine learning"
"1744","2007","itemrank:  a random-walk based scoring algorithm for recommender engines","web / data mining","nan","nan","nan","machine learning"
"1745","2007","an analysis of the use of tags in a blog recommender system","web / data mining","nan","nan","nan","machine learning"
"1746","2007","efficient calculation of personalized document rankings","web / data mining","nan","nan","nan","machine learning"
"1747","2007","computation of initial modes for k-modes clustering algorithm using evidence accumulation","web / data mining","nan","nan","nan","machine learning"
"1748","2007","logistic regression models for a fast cbir method based on feature selection","web / data mining","nan","nan","nan","machine learning"
"1749","2007","collapsed variational dirichlet process mixture models","web / data mining","nan","nan","nan","machine learning"
"1750","2007","learning to identify unexpected instances in the test set","web / data mining","nan","nan","nan","machine learning"
"1751","2007","feature mining and neuro-fuzzy inference system for steganalysis of lsb matching stegangoraphy in grayscale images","web / data mining","nan","nan","nan","machine learning"
"1752","2007","improving activity discovery with automatic neighborhood estimation","web / data mining","nan","nan","nan","machine learning"
"1753","2007","extracting keyphrases to represent relations in social networks from web","web / data mining","nan","nan","nan","machine learning"
"1754","2007","extracting and visualizing trust relationships from online auction feedback comments","web / data mining","nan","nan","nan","machine learning"
"1755","2007","what you seek is what you get:  extraction of class attributes from query logs","web / data mining","nan","nan","nan","machine learning"
"1756","2007","semi-supervised learning of attribute-value pairs from product descriptions","web / data mining","nan","nan","nan","machine learning"
"1757","2007","a fusion of stacking with dynamic integration","web / data mining","nan","nan","nan","machine learning"
"1758","2007","robust human-computer interaction system guiding a user by providing feedback","web / data mining","nan","nan","nan","machine learning"
"1759","2007","combining learning and word sense disambiguation for intelligent user profiling","web / data mining","nan","nan","nan","machine learning"
"1760","2007","document summarization using conditional random fields","web / data mining","nan","nan","nan","machine learning"
"1761","2007","real-time detection of task switches of desktop users","web / data mining","nan","nan","nan","machine learning"
"1762","2007","estimating the rate of web page updates","web / data mining","nan","nan","nan","machine learning"
"1763","2007","on the automatic scoring of handwritten essays","web / data mining","nan","nan","nan","machine learning"
"1764","2007","layout analysis of tree-structured scene frames in comic images","web / data mining","nan","nan","nan","machine learning"
"1765","2007","face recognition via the overlapping energy histogram","web / data mining","nan","nan","nan","machine learning"
"1766","2007","semantic indexing of a competence map to support scientific collaboration in a research community","web / data mining","nan","nan","nan","machine learning"
"1767","2007","manifold-ranking based topic-focused multi-document summarization","web / data mining","nan","nan","nan","machine learning"
"1768","2007","dynamic mixture models for multiple time-series","web / data mining","nan","nan","nan","machine learning"
"1769","2007","automatic decision of piano fingering based on a hidden markov models","web / data mining","nan","nan","nan","machine learning"
"1770","2007","exploiting image contents in web search","web / data mining","nan","nan","nan","machine learning"
"1771","2007","semantic smoothing of document models for agglomerative clustering","web / data mining","nan","nan","nan","machine learning"
"1772","2007","mining complex patterns across sequences with gap requirements","web / data mining","nan","nan","nan","machine learning"
"1787","2009","nonmanipulable selections from a tournament","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1788","2009","using reasoning patterns to help humans solve complex games","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1789","2009","uct for tactical assault planning in real-time strategy games","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1790","2009","methodology for designing reasonably expressive mechanisms with application to ad auctions","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1791","2009","a multivariate complexity analysis of determining possible winners given incomplete votes","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1792","2009","algorithms and complexity results for pursuit-evasion problems","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1793","2009","conditional importance networks:  a graphical language for representing ordinal, monotonic preferences over sets of goods","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1794","2009","planning games","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1795","2009","coalitional affinity games and the stability gap","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1796","2009","simple coalitional games with beliefs","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1797","2009","commitment tracking via the reactive event calculus","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1798","2009","compiling the votes of a subelectorate","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1799","2009","how hard is it to control sequential elections via the agenda? 103-108","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1800","2009","preference functions that score rankings and maximum likelihood estimation","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1801","2009","learning graphical game models","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1802","2009","preference aggregation over restricted ballot languages:  sincerity and strategy-proofness","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1803","2009","multimode control attacks on elections","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1804","2009","charting the tractability frontier of mixed multi-unit combinatorial auctions","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1805","2009","computing equilibria in multiplayer stochastic games of imperfect information","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1806","2009","on the complexity of compact coalitional games","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1807","2009","iterated regret minimization:  a new solution concept","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1808","2009","multi-step multi-sensor hider-seeker games","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1809","2009","collaborative multi agent physical search with probabilistic knowledge","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1810","2009","strengthening schedules through uncertainty analysis agents","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1811","2009","dcops meet the real world:  exploring unknown reward matrices with applications to mobile sensor networks","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1812","2009","collaboration and shared plans in the open world:  studies of ridesharing","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1813","2009","exchanging reputation information between communities:  a payment-function approach","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1814","2009","event-detecting multi-agent mdps:  complexity and constant-factor approximations","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1815","2009","a kernel method for market clearing","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1816","2009","balancing utility and deal probability for auction-based negotiations in highly nonlinear utility spaces","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1817","2009","strategyproof classification with shared inputs","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1818","2009","argumentation system with changes of an agent's knowledge base","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1819","2009","how pervasive is the myerson-satterthwaite impossibility? 233-238","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1820","2009","thou shalt covet thy neighbor's cake","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1821","2009","generalised fictitious play for a continuum of anonymous players","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1822","2009","a characterisation of strategy-proofness for grounded argumentation semantics","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1823","2009","coalition structure generation in multi-agent systems with positive and negative externalities","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1824","2009","modeling agents through bounded rationality theories","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1825","2009","towards con-resistant trust models for distributed agent systems","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1826","2009","probabilistic state translation in extensive games with large action sets","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1827","2009","investigations of continual computation","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1828","2009","flexible procurement of services with uncertain durations using redundancy","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1829","2009","decentralised coordination of mobile sensors using the max-sum algorithm","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1830","2009","dynamic configuration of agent organizations","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1831","2009","discovering theorems in game theory:  two-person games with unique pure nash equilibrium payoffs","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1832","2009","acquiring agent-based models of conflict from event data","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1833","2009","where are the really hard manipulation problems? the phase transition in manipulating the veto rule","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1834","2009","eliciting honest reputation feedback in a markov setting","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1835","2009","finite local consistency characterizes generalized scoring rules","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1836","2009","a dichotomy theorem on the existence of efficient or neutral sequential voting correspondences","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1837","2009","complexity of unweighted coalitional manipulation under some common voting rules","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1838","2009","trading off solution quality for faster computation in dcop search algorithms","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1839","2009","a multi-agent learning approach to online distributed resource allocation","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1840","2009","axiomatic characterization of task oriented negotiation","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1841","2009","k-swaps:  cooperative negotiation for solving task-allocation problems","agent-based and multiagent systems","nan","nan","nan","multiagent systems"
"1842","2009","interruptible algorithms for multi-problem solving","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1843","2009","towards industrial-like random sat instances","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1844","2009","on solving boolean multilevel optimization problemse","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1845","2009","predicting learnt clauses quality in modern sat solvers","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1846","2009","online stochastic optimization in the large:  application to kidney exchange","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1847","2009","circuit complexity and decompositions of global constraints","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1848","2009","decompositions of all different, global cardinality and related constraints","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1849","2009","making bound consistency as effective as arc consistency","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1850","2009","tba*:  time-bounded a*","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1851","2009","canadian traveler problem with remote sensing","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1852","2009","experiments with massively parallel constraint solving","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1853","2009","best-first heuristic search for multi-core machines","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1854","2009","nested monte-carlo search","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1855","2009","reasoning with lines in the euclidean space","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1856","2009","search strategies for an anytime usage of the branch and prune algorithm","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1857","2009","monte carlo tree search techniques in the game of kriegspiel","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1858","2009","duplicate avoidance in depth-first search with applications to treewidth","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1859","2009","local search:  is brute-force avoidable? 486-491","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1860","2009","minimum proof graphs and fastest-cut-first search heuristics","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1861","2009","control-based clause sharing in parallel sat solving","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1862","2009","solving 8x8 hex","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1863","2009","new improvements in optimal rectangle packing","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1864","2009","satenstein:  automatically building local search sat solvers from components","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1865","2009","exploiting decomposition on constraint problems with high tree-width","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1866","2009","set branching in constraint optimization","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1867","2009","multi-way number partitioning","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1868","2009","integrating systematic and local search paradigms:  a new strategy for maxsat","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1869","2009","variety reasoning for multiset constraint propagation","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1870","2009","towards efficient consistency enforcement for global constraints in weighted constraint satisfaction","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1871","2009","a soft global precedence constraint","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1872","2009","a divide-and-conquer approach for solving interval algebra networks","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1873","2009","open contractible global constraints","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1874","2009","evaluating strategies for running from the cops","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1875","2009","a new d-dnnf-based bound computation algorithm for functional e-majsat","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1876","2009","a structural approach to reasoning with quantified boolean formulas","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1877","2009","russian doll search with tree decomposition","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1878","2009","memory-based heuristics for explicit state spaces","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1879","2009","efficient incremental search for moving target search","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1880","2009","solving dynamic constraint satisfaction problems by identifying stable features","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1881","2009","qualitative csp, finite csp, and sat:  comparing methods for qualitative constraint-based reasoning","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1882","2009","a* search with inconsistent heuristics","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1883","2009","combining breadth-first and depth-first strategies in searching for treewidth","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1884","2009","mixing search strategies for multi-player games","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"1885","2009","a new bayesian approach to multiple intermittent fault diagnosis","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1886","2009","a logic for coalitions with bounded resources","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1887","2009","repairing preference-based argumentation frameworks","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1888","2009","which semantics for neighbourhood semantics? 671-676","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1889","2009","extending decidable cases for rules with existential variables","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
